,Sample ID,Depth (m),APcomp Depth (m),Cwu d18O (VPDB),Cwu d13C (VPDB),n specimens G. trunc,Gtrunc d18O (VDPB),Gtrunc d13C (VPDB),sample weight (g),IRD #/g,IRD MAR ,SS mean,SS Std
443,MD02-2588-443.5,4.435,4.435,4.325872732,-0.292374031,,3.434575636,0.807474462,,,,25.1348,
444,MD02-2588-444.5,4.445,4.445,4.304411163,-0.234381855,,3.130094487,0.728487346,,0.773784192,2.049957639,25.8864,
445,MD02-2588-445.5,4.455,4.455,4.205457051,-0.359989416,,3.271239522,0.506357446,,,,22.7057,
446,MD02-2588-446.5,4.465,4.465,4.335719279,-0.22480375,,2.941148191,0.533789874,,1.243910024,3.295444497,22.7664,
447,MD02-2588-447.5,4.475,4.475,4.289034664,-0.40947155,,3.182922291,0.579558061,,,,22.6587,
448,MD02-2588-448.5,4.485,4.485,4.241203649,-0.223925615,,3.326401904,0.795170766,,2.050554044,5.432456456,23.5566,
449,MD02-2588-449.5,4.495,4.495,4.185555348,-0.206864195,,3.237318353,0.500626054,,,,23.3453,
450,MD02-2588-450.5,4.505,4.505,4.295863409,-0.402180034,,3.249620746,0.60637087,,1.778041191,4.710498305,22.2556,
451,MD02-2588-451.5,4.515,4.515,4.279416245,-0.240519589,,3.249620746,0.60637087,,,,23.4857,
452,MD02-2588-452.5,4.525,4.525,4.253033217,-0.369501558,,3.09816956,0.493026067,,3.884365429,10.29070466,21.9752,
453,MD02-2588-453.5,4.535,4.535,4.289435471,-0.345557546,,3.302346596,0.732265694,,,,24.2343,
454,MD02-2588-454.5,4.545,4.545,4.188582632,-0.252474379,,3.37515984,0.601457958,,1.981631798,5.249863316,23.0246,
455,MD02-2588-455.5,4.555,4.555,4.226388028,-0.416713364,,3.266309014,0.516176709,,,,24.2753,
456,MD02-2588-456.5,4.565,4.565,4.17849039,-0.274485135,,3.227832835,0.667192946,,2.22413183,5.892309621,24.0819,
457,MD02-2588-457.5,4.575,4.575,4.251727944,-0.451462096,,3.48980403,0.586728824,,,,22.9106,
458,MD02-2588-458.5,4.585,4.585,4.199168977,-0.240608638,,3.443659278,0.743503855,,1.487692724,3.941288924,24.0484,
459,MD02-2588-459.5,4.595,4.595,4.278415552,-0.221849227,,3.516228832,0.671171942,,,,23.1847,
460,MD02-2588-460.5,4.605,4.605,4.207910324,-0.330773004,,3.242662888,0.391872668,,1.057082452,2.80048917,25.0354,
461,MD02-2588-461.5,4.615,4.615,,,,3.165107444,0.65427673,,,,22.9253,
462,MD02-2588-462.5,4.625,4.625,4.183632618,-0.379469966,,3.233357975,0.529653428,,1.76557923,4.677483296,21.92,
463,MD02-2588-463.5,4.635,4.635,4.280706592,-0.242080218,,3.148296254,0.515311902,,,,22.9904,
464,MD02-2588-464.5,4.645,4.645,4.224827539,-0.322721115,,3.545380274,0.67994874,,2.130606157,5.644535539,22.8878,
465,MD02-2588-465.5,4.655,4.655,4.154516226,-0.243140618,,3.365557662,0.703786681,,,,22.8117,
466,MD02-2588-466.5,4.665,4.665,4.324592,-0.50050278,,3.60238467,0.61494233,,19.01366607,50.37219737,23.0852,
467,MD02-2588-467.5,4.675,4.675,4.260281162,-0.487288438,,3.886124912,0.646855564,,,,21.9472,
468,MD02-2588-468.5,4.685,4.685,4.270130882,-0.452026802,,3.606503473,0.686344242,,19.85693625,52.60624163,22.2089,
469,MD02-2588-469.5,4.695,4.695,4.358934888,-0.495077735,,3.721920145,0.797175763,,,,21.461,
470,MD02-2588-470.5,4.705,4.705,4.317038605,-0.519134196,,3.314130359,0.428100518,,4.408178578,11.67842333,22.6851,
471,MD02-2588-471.5,4.715,4.715,4.315811943,-0.385738926,,3.24680711,0.593777003,,,,22.2325,
472,MD02-2588-472.5,4.725,4.725,4.322795528,-0.450244608,,3.24680711,0.593777003,,14.59350195,38.66202118,22.5329,
473,MD02-2588-473.5,4.735,4.735,4.421217105,-0.266257255,,2.854117243,0.303233076,,,,22.2956,
474,MD02-2588-474.5,4.745,4.745,4.3657624,-0.341447414,,3.185994269,0.541183864,,10.70724148,28.36629605,20.5579,
475,MD02-2588-475.5,4.755,4.755,4.407384922,-0.360546838,,2.818907023,0.376748205,,,,21.621,
476,MD02-2588-476.5,4.765,4.765,4.304994618,-0.294381093,,3.060378614,0.57684453,,14.92713203,39.54589492,21.6877,
477,MD02-2588-477.5,4.775,4.775,4.425039275,-0.338668026,,3.105097238,0.403619642,,,,23.4088,
478,MD02-2588-478.5,4.785,4.785,4.324596105,-0.373163209,,,,,9.764906531,25.86980318,22.0845,
479,MD02-2588-479.5,4.795,4.795,4.410748617,-0.446508358,,2.704952467,0.317621099,,,,22.7197,
480,MD02-2588-480.5,4.805,4.805,4.274559542,-0.37648918,,2.960248866,0.386906255,,5.004170142,13.25736158,20.1339,
481,MD02-2588-481.5,4.815,4.815,4.412259703,-0.246555812,,2.632949549,0.385106314,,,,23.0907,
482,MD02-2588-482.5,4.825,4.825,4.282729872,-0.381431648,,2.781630099,0.661890507,,2.35865418,6.248694671,23.1599,
483,MD02-2588-483.5,4.835,4.835,4.314802132,-0.309728485,,2.65921737,0.281418777,,,,20.8912,
484,MD02-2588-484.5,4.845,4.845,4.089932851,-0.026295496,,2.800026649,0.4373054,,3.547497044,9.398251792,20.7991,
485,MD02-2588-485.5,4.855,4.855,4.246347323,-0.270234149,,2.962982785,0.517771824,,,,23.5479,
486,MD02-2588-486.5,4.865,4.865,4.280786177,-0.197394216,,2.47973629,0.328986611,,1.97881024,5.242388269,21.2457,
487,MD02-2588-487.5,4.875,4.875,4.209784024,-0.180697968,,3.012458182,0.54941118,,,,21.5029,
488,MD02-2588-488.5,4.885,4.885,4.218513874,-0.221464515,,3.030647079,0.511676007,,1.494717532,3.959899488,22.246,
489,MD02-2588-489.5,4.895,4.895,4.023967848,-0.063608597,,2.985491987,0.437499188,,,,20.6224,
490,MD02-2588-490.5,4.905,4.905,4.207519456,-0.147127967,,3.328971466,0.520924491,,0.797970874,2.114034516,24.2443,
491,MD02-2588-491.5,4.915,4.915,3.964708515,0.132008559,,2.79506244,0.528470648,,,,22.4074,
492,MD02-2588-492.5,4.925,4.925,4.122432199,-0.186521279,,3.403407133,0.509579438,,2.25933995,5.985585181,23.4802,
493,MD02-2588-493.5,4.935,4.935,4.188800063,-0.329079542,,3.123830826,0.688700195,,,,23.2413,
494,MD02-2588-494.5,4.945,4.945,4.133986379,-0.135652952,,2.895729734,0.635253099,,0.593031875,1.57109726,23.899,
495,MD02-2588-495.5,4.955,4.955,4.187704005,-0.136390692,,3.081628518,0.655954924,,,,23.4773,
496,MD02-2588-496.5,4.965,4.965,4.096489022,-0.241169863,,3.378499926,0.715245178,,1.037690398,2.749114522,23.9959,
497,MD02-2588-497.5,4.975,4.975,4.044933147,-0.332544688,,3.142573744,0.30203016,,,,22.3815,
498,MD02-2588-498.5,4.985,4.985,4.141895597,-0.310707889,,3.338690961,0.701267224,,0.427533134,1.132647608,22.0691,
499,MD02-2588-499.5,4.995,4.995,4.209262869,-0.086517562,,3.222496911,0.550646908,,,,21.0734,
500,MD02-2588-500.5,5.005,5.005,3.921921134,-0.270406922,,3.19736956,0.610130921,,0.659826466,1.74805368,22.5357,
501,MD02-2588-501.5,5.015,5.015,4.129023044,-0.271160882,,3.221969504,0.676315269,,,,22.3588,
502,MD02-2588-502.5,5.025,5.025,4.067199336,-0.265996856,,3.115289809,0.874809498,,1.743057481,4.617817265,23.1862,
503,MD02-2588-503.5,5.035,5.035,4.089002889,-0.293713011,,3.217936295,0.478489066,,,,25.1605,
504,MD02-2588-504.5,5.045,5.045,4.068082157,-0.395045678,,3.112945508,0.675684961,,2.407704655,6.378642268,22.3362,
505,MD02-2588-505.5,5.055,5.055,4.124080972,-0.307665792,,3.172803578,0.550615205,,,,22.6763,
506,MD02-2588-506.5,5.065,5.065,4.077906435,-0.183005333,,3.162263059,0.700104398,,1.599592831,4.23774171,21.4533,
507,MD02-2588-507.5,5.075,5.075,4.097853831,-0.283730935,,3.142943135,0.71107936,,,,22.684,
508,MD02-2588-508.5,5.085,5.085,3.882469535,-0.255891923,,2.854979865,1.056705318,,0.807428341,2.139089831,23.0499,
509,MD02-2588-509.5,5.095,5.095,4.012513907,-0.043088952,,3.024586207,0.716995236,,,,24.1275,
510,MD02-2588-510.5,5.105,5.105,4.003207869,-0.238913158,,2.924015249,0.678930919,,1.256051289,3.327609898,21.8105,
511,MD02-2588-511.5,5.115,5.115,4.191858849,-0.101989468,,3.059878467,0.755221963,,,,21.82,
512,MD02-2588-512.5,5.125,5.125,4.121358643,-0.282918723,,3.108820632,0.538180821,,1.677430177,4.443953292,20.4523,
513,MD02-2588-513.5,5.135,5.135,4.106772876,-0.161061698,,2.927291567,0.494763246,,,,23.3236,
514,MD02-2588-514.5,5.145,5.145,4.150978508,-0.096311409,,2.645474253,0.669621894,,4.422884862,11.71738414,22.5111,
515,MD02-2588-515.5,5.155,5.155,4.085119046,-0.103259927,,2.571001656,0.506784509,,,,24.5233,
516,MD02-2588-516.5,5.165,5.165,4.194914144,-0.168691531,,2.83598198,0.647332649,,4.158312913,11.01646353,23.3467,
517,MD02-2588-517.5,5.175,5.175,4.091575204,-0.184795937,,2.640244811,0.565220066,,,,25.6546,
518,MD02-2588-518.5,5.185,5.185,4.139737985,-0.117417568,,,,,2.676480428,7.090699914,24.1535,
519,MD02-2588-519.5,5.195,5.195,3.935617678,0.029626444,,,,,,,25.4665,
520,MD02-2588-520.5,5.205,5.205,4.055968475,-0.095615897,,2.674516155,0.678647858,,2.749594435,7.284398128,24.8258,
521,MD02-2588-521.5,5.215,5.215,3.923683003,-0.086197067,,2.648086572,0.410194668,,,,25.1684,
522,MD02-2588-522.5,5.225,5.225,3.993610284,0.03187305,,2.830373788,0.709244996,,1.835764629,4.863422858,23.5244,
523,MD02-2588-523.5,5.235,5.235,3.925987194,-0.100336842,,2.854314411,0.424611443,,,,23.2453,
524,MD02-2588-524.5,5.245,5.245,3.883630103,-0.087790079,,2.345639759,0.353686618,,1.601630751,4.243140697,22.2358,
525,MD02-2588-525.5,5.255,5.255,3.881034907,-0.028264757,,2.34429804,0.357246318,,,,22.4616,
526,MD02-2588-526.5,5.265,5.265,3.907484664,-0.067446472,,2.200978099,0.260699856,,0.834231291,2.210097887,22.9792,
527,MD02-2588-527.5,5.275,5.275,3.92141014,-0.151888457,,2.479150516,0.37645105,,,,22.6788,
528,MD02-2588-528.5,5.285,5.285,3.904141202,-0.219667884,,2.681184227,0.391858499,,0.323742463,0.857678849,23.9653,
529,MD02-2588-529.5,5.295,5.295,3.914075866,-0.082357032,,2.594376655,0.518218968,,,,22.9528,
530,MD02-2588-530.5,5.305,5.305,3.88574359,-0.147796513,,2.578537905,0.70420734,,0.332097194,0.879812727,24.9081,
531,MD02-2588-531.5,5.315,5.315,,,,2.925955687,0.644443098,,,,23.1436,
532,MD02-2588-532.5,5.325,5.325,3.844780232,-0.041010011,,2.775848126,0.390404966,,0.695724771,1.843157724,23.6943,
533,MD02-2588-533.5,5.335,5.335,3.954774337,0.006943185,,3.148102271,0.524420709,,,,23.2843,
534,MD02-2588-534.5,5.345,5.345,3.898049229,-0.19802033,,3.124332146,0.602090386,,1.34775935,3.570568649,24.9395,
535,MD02-2588-535.5,5.355,5.355,4.018788346,0.008264466,,2.856954309,0.537383424,,,,25.687,
536,MD02-2588-536.5,5.365,5.365,3.924489157,-0.280825134,,3.160108059,0.528083136,,1.888711318,5.003692549,22.2268,
537,MD02-2588-537.5,5.375,5.375,4.01972472,-0.123372799,,2.541807154,0.368505069,,,,24.0061,
538,MD02-2588-538.5,5.385,5.385,3.95316455,-0.211798818,,2.340678699,,,1.983521514,5.25486967,23.1409,
539,MD02-2588-539.5,5.395,5.395,4.033971068,-0.223809472,,,,,,,26.2471,
540,MD02-2588-540.5,5.405,5.405,3.947966878,-0.260668998,,2.847385149,0.406330734,,1.973359645,5.22794821,22.8704,
541,MD02-2588-541.5,5.415,5.415,4.04305108,-0.226336575,,2.966242833,0.655626288,,,,23.3299,
542,MD02-2588-542.5,5.425,5.425,3.974511379,-0.096434591,,2.933499612,0.428972559,,1.25724663,3.330776671,25.3788,
543,MD02-2588-543.5,5.435,5.435,4.090100892,-0.131782161,,3.008384153,0.411628623,,,,22.2365,
544,MD02-2588-544.5,5.445,5.445,4.089621049,-0.182488963,,,,,1.148105626,3.041633473,27.8182,
545,MD02-2588-545.5,5.455,5.455,3.978844021,-0.043987127,,2.968764617,0.406200025,,,,23.5094,
546,MD02-2588-546.5,5.465,5.465,4.04344059,-0.178839383,,3.15033308,0.417828289,,2.578981302,6.832399111,23.56,
547,MD02-2588-547.5,5.475,5.475,4.034126269,-0.234269051,,3.18141435,0.428409841,,,,23.8861,
548,MD02-2588-548.5,5.485,5.485,3.95956504,-0.083418746,,2.760624174,0.503573002,,1.161584733,3.077343171,25.3117,
549,MD02-2588-549.5,5.495,5.495,3.986015732,-0.173321583,,2.788659832,0.500569784,,,,24.1337,
550,MD02-2588-550.5,5.505,5.505,3.988023028,-0.233966017,,3.038184785,0.385763376,,1.336823929,3.541597846,23.2931,
551,MD02-2588-551.5,5.515,5.515,3.987763552,-0.095371633,,2.861816095,0.418701849,,,,23.0419,
552,MD02-2588-552.5,5.525,5.525,3.966705573,-0.156080073,,3.031376851,0.555693366,,,,22.5043,
553,MD02-2588-553.5,5.535,5.535,3.948408066,0.057111088,,2.83077305,0.747816506,,,,21.5662,
554,MD02-2588-554.5,5.545,5.545,3.959736005,-0.128447095,,3.036424407,0.280949411,,,,22.0387,
555,MD02-2588-555.5,5.555,5.555,3.988715689,-0.217767967,,3.000042879,0.496113396,,2.220812183,5.883515002,22.7863,
556,MD02-2588-556.5,5.565,5.565,3.955169502,-0.196753385,,,,,,,19.9969,
557,MD02-2588-557.5,5.575,5.575,3.863540473,-0.293476265,,2.750556292,0.392637497,,,,22.1615,
558,MD02-2588-558.5,5.585,5.585,4.045263981,-0.127899446,,2.940557318,0.521237983,,5.63314165,14.92367237,22.4281,
559,MD02-2588-559.5,5.595,5.595,4.062385288,-0.234601103,,2.586612863,0.511268075,,,,20.7583,
560,MD02-2588-560.5,5.605,5.605,3.992281718,-0.178371903,,2.520223302,0.669943921,,,,21.2486,
561,MD02-2588-561.5,5.615,5.615,4.017410439,-0.145831891,,2.717898171,0.709392045,,14.05895692,37.24587093,22.4847,
562,MD02-2588-562.5,5.625,5.625,4.097564465,-0.161773947,,2.618113604,0.723431626,,4.998333889,13.24189981,20.9733,
563,MD02-2588-563.5,5.635,5.635,3.991173928,-0.217262025,,2.555371297,0.634284466,,,,21.041,
564,MD02-2588-564.5,5.645,5.645,4.036690821,-0.145424567,,2.566417904,0.483058166,,13.44380178,35.61616335,22.1302,
565,MD02-2588-565.5,5.655,5.655,3.907935255,-0.163641717,,2.625976006,0.637838591,,8.157272208,21.61075745,23.1522,
566,MD02-2588-566.5,5.665,5.665,4.038901229,-0.167342274,,2.256828391,0.759071865,,,,18.8009,
567,MD02-2588-567.5,5.675,5.675,3.912727479,-0.368091155,,,,,11.78407417,31.2191088,21.8289,
568,MD02-2588-568.5,5.685,5.685,3.991427227,-0.317520418,,2.446790878,0.55582807,,,,21.6946,
569,MD02-2588-569.5,5.695,5.695,3.890669697,-0.059039895,,2.445697986,0.860518472,,5.913300578,15.66588698,21.7149,
570,MD02-2588-570.5,5.705,5.705,3.976439735,-0.156169278,,2.325037508,0.73095404,,,,20.971,
571,MD02-2588-571.5,5.715,5.715,3.860371642,-0.111841799,,,,,6.10197933,16.16574657,23.2639,
572,MD02-2588-572.5,5.725,5.725,3.938835098,-0.034045616,,2.409253905,0.751682786,,,,22.5635,
573,MD02-2588-573.5,5.735,5.735,4.028408182,-0.112590216,,2.493859884,0.674712903,,7.06155633,18.70791818,22.2167,
574,MD02-2588-574.5,5.745,5.745,3.945965179,-0.212310105,,,,,,,21.5518,
575,MD02-2588-575.5,5.755,5.755,3.80113999,0.033425888,,,,,6.433566434,17.04420794,23.9982,
576,MD02-2588-576.5,5.765,5.765,3.731728709,0.090579186,,2.362170912,0.941805406,,,,23.5559,
577,MD02-2588-577.5,5.775,5.775,3.669480652,0.090437389,,1.805476665,0.64377707,,4.454152212,8.525862084,23.0502,
578,MD02-2588-578.5,5.785,5.785,3.672276344,0.124493378,,1.949653586,0.620433015,,,,20.6652,
579,MD02-2588-579.5,5.795,5.795,3.612490462,0.437992611,,1.601823697,0.54722504,,8.065141528,15.43779401,23.1754,
580,MD02-2588-580.5,5.805,5.805,3.336060925,0.181364081,,1.812695095,0.72652079,,,,20.0416,
581,MD02-2588-581.5,5.815,5.815,3.577326084,0.417266499,,1.89477234,0.624949605,,7.342095775,14.05378465,20.5266,
582,MD02-2588-582.5,5.825,5.825,3.48312771,0.275542779,,,,,,,21.3333,
583,MD02-2588-583.5,5.835,5.835,3.458262531,-0.09625912,,1.646940266,0.641161761,,5.238627172,10.02745543,22.8712,
584,MD02-2588-584.5,5.845,5.845,3.447067086,0.213034725,,1.675950292,0.709062934,,,,22.6601,
585,MD02-2588-585.5,5.855,5.855,3.376318247,0.029238486,,,,,6.234362824,11.93343089,19.248,
586,MD02-2588-586.5,5.865,5.865,3.551765313,0.250370562,,1.577083342,0.841834992,,,,21.6759,
587,MD02-2588-587.5,5.875,5.875,3.293576915,0.226503548,,1.46628536,0.53763399,,7.826744341,14.9814689,21.0138,
588,MD02-2588-588.5,5.885,5.885,3.221437776,-0.325981661,,1.796065385,0.847674316,,,,22.577,
589,MD02-2588-589.5,5.895,5.895,3.473850566,0.264183058,,2.074246726,0.711824093,,4.744130882,9.080921281,18.7629,
590,MD02-2588-590.5,5.905,5.905,3.407516257,0.197845331,,2.127014552,0.50553,,,,23.0409,
591,MD02-2588-591.5,5.915,5.915,3.410383517,0.268972561,,1.695695367,0.919502164,,11.79893969,22.58479902,21.737,
592,MD02-2588-592.5,5.925,5.925,3.319576484,0.241539585,,2.36828265,0.942096063,,,,21.5655,
593,MD02-2588-593.5,5.935,5.935,3.350093548,0.236179598,,1.718207248,0.411841721,,4.780082988,9.149738572,22.3964,
594,MD02-2588-594.5,5.945,5.945,3.23350664,0.297757222,,1.490172947,0.727240426,,,,22.2093,
595,MD02-2588-595.5,5.955,5.955,3.402205598,0.273419417,,1.57511499,0.601737301,,6.019030759,11.5212556,20.6061,
596,MD02-2588-596.5,5.965,5.965,3.296254837,0.21496967,,1.531399095,0.696559005,,,,21.4107,
597,MD02-2588-597.5,5.975,5.975,3.155181765,0.327113944,,1.588390905,0.354073884,,1.732914546,3.317037613,20.8127,
598,MD02-2588-598.5,5.985,5.985,3.253394652,0.378904888,,1.828083141,0.63321897,,,,21.5752,
599,MD02-2588-599.5,5.995,5.995,3.126859273,0.446633006,,,,,,,22.8619,
600,MD02-2588-600.5,6.005,6.005,3.171983854,0.282332622,,,,,,,21.0314,
601,MD02-2588-601.5,6.015,6.015,3.010107367,0.269817685,,1.477606321,0.578878413,,0.367376929,0.703210146,21.3742,
602,MD02-2588-602.5,6.025,6.025,3.168640756,0.396061705,,1.457095027,0.679479325,,,,21.2715,
603,MD02-2588-603.5,6.035,6.035,2.960399908,0.421418786,,1.605792867,0.662872052,,,,20.4708,
604,MD02-2588-604.5,6.045,6.045,3.19265942,0.481283458,,,,,,,20.8149,
605,MD02-2588-605.5,6.055,6.055,3.337654831,0.252747411,,,,,2.10925965,4.037414084,20.7917,
606,MD02-2588-606.5,6.065,6.065,3.212419921,0.459503999,,,,,,,19.4795,
607,MD02-2588-607.5,6.075,6.075,3.096834223,0.278397255,,1.991026328,0.643785608,,,,21.3936,
608,MD02-2588-608.5,6.085,6.085,3.342289288,0.426112111,,,,,,,21.5632,
609,MD02-2588-609.5,6.095,6.095,3.317188226,0.462146707,,,,,1.759079415,3.367120784,20.1729,
610,MD02-2588-610.5,6.105,6.105,3.271353847,0.309937032,,,,,,,20.2347,
611,MD02-2588-611.5,6.115,6.115,2.920669256,0.115321218,,1.651694418,0.82868911,,,,19.9858,
612,MD02-2588-612.5,6.125,6.125,3.33177166,0.462586492,,,,,,,20.399,
613,MD02-2588-613.5,6.135,6.135,3.261949962,0.305997466,,,,,2.506756492,4.798277902,18.6335,
614,MD02-2588-614.5,6.145,6.145,3.203005651,0.47917374,,1.363099874,0.878123334,,,,19.7668,
615,MD02-2588-615.5,6.155,6.155,3.199975561,0.390093587,,1.564156299,0.634464881,,,,19.6457,
616,MD02-2588-616.5,6.165,6.165,3.096893362,0.471667837,,1.433480787,0.546795055,,,,19.2745,
617,MD02-2588-617.5,6.175,6.175,3.037089617,0.27973743,,,,,2.242781049,4.292992469,20.7579,
618,MD02-2588-618.5,6.185,6.185,3.169361139,0.305585349,,1.639413274,0.711029538,,,,19.8078,
619,MD02-2588-619.5,6.195,6.195,3.091557179,0.535276193,,1.505746309,0.511719609,,,,20.0355,
620,MD02-2588-620.5,6.205,6.205,2.985439188,0.455204379,,1.570348775,0.614232931,,,,20.1349,
621,MD02-2588-621.5,6.215,6.215,3.031146579,0.411683904,,1.57830758,0.718701785,,2.077706212,3.97701645,18.7012,
622,MD02-2588-622.5,6.225,6.225,3.205885955,0.479826685,,1.530382318,0.648278095,,,,20.8714,
623,MD02-2588-623.5,6.235,6.235,3.121207805,0.319172488,,1.725827037,0.861246578,,,,20.6387,
624,MD02-2588-624.5,6.245,6.245,3.161433725,0.530467409,,1.762399506,0.707985582,,2.07375661,3.969456366,19.9266,
625,MD02-2588-625.5,6.255,6.255,3.196319741,0.468589462,,1.7041589,0.202495243,,,,20.5538,
626,MD02-2588-626.5,6.265,6.265,3.089746954,0.136382987,,1.7041589,0.202495243,,,,20.6796,
627,MD02-2588-627.5,6.275,6.275,3.059690303,0.305026334,,1.848665873,0.551470959,,,,16.6062,
628,MD02-2588-628.5,6.285,6.285,2.943270735,0.372190575,,1.729998433,0.70372295,,3.543900062,6.783513838,20.3613,
629,MD02-2588-629.5,6.295,6.295,3.148840941,0.230964351,,1.258838172,0.213841355,,,,20.0674,
630,MD02-2588-630.5,6.305,6.305,2.979683354,0.264670471,,1.702412506,0.25713325,,,,20.158,
631,MD02-2588-631.5,6.315,6.315,3.162644397,0.243154266,,2.099389159,0.440703502,,,,20.3815,
632,MD02-2588-632.5,6.325,6.325,3.141570032,0.03950778,,1.938620175,0.324379382,,5.753803596,11.01357421,19.9552,
633,MD02-2588-633.5,6.335,6.335,3.040704222,0.168679324,,2.281761169,0.440203698,,,,19.5654,
634,MD02-2588-634.5,6.345,6.345,3.548225091,-0.178499453,,2.080797916,-0.069047905,,5.957953868,11.404346,20.861,
635,MD02-2588-635.5,6.355,6.355,3.253690047,0.046589463,,2.367619179,0.39244733,,5.653210847,10.8210258,20.6359,
636,MD02-2588-636.5,6.365,6.365,3.299305424,0.104302979,,2.850170297,0.656996296,,7.48344036,14.32433769,20.862,
637,MD02-2588-637.5,6.375,6.375,3.549497043,-0.242573759,,2.406112347,0.459603881,,,,20.7622,
638,MD02-2588-638.5,6.385,6.385,3.555260832,0.090964989,,2.110357696,0.304761623,,13.79106536,26.3980025,21.6546,
639,MD02-2588-639.5,6.395,6.395,3.652227128,-0.288524544,,2.477075689,0.515064872,,,,21.7963,
640,MD02-2588-640.5,6.405,6.405,3.625680701,-0.189615796,,2.225192936,0.416672463,,4.936886396,11.08673139,22.3169,
641,MD02-2588-641.5,6.415,6.415,3.803522195,-0.282251152,,2.824453843,0.630996722,,,,21.4007,
642,MD02-2588-642.5,6.425,6.425,3.873233974,-0.334306878,,2.743475241,0.402617527,,29.94359218,67.2441164,21.6039,
643,MD02-2588-643.5,6.435,6.435,3.845721683,-0.255578612,,,,,,,21.8115,
644,MD02-2588-644.5,6.445,6.445,3.823846779,-0.409553542,,2.782372522,0.348841635,,29.32126697,65.84656502,21.1717,
645,MD02-2588-645.5,6.455,6.455,3.893389872,-0.427654406,,2.734046369,0.482466594,,,,21.6336,
646,MD02-2588-646.5,6.465,6.465,3.703133563,0.033787916,,3.030744145,0.573837465,,25.13464991,56.44470825,21.9664,
647,MD02-2588-647.5,6.475,6.475,3.813621341,-0.213461929,,3.215597322,1.004238506,,,,21.332,
648,MD02-2588-648.5,6.485,6.485,4.140696301,-0.560358056,,3.164823605,0.649674397,,23.76673391,53.37278881,20.5918,
649,MD02-2588-649.5,6.495,6.495,4.005964797,-0.20454725,,2.654394632,0.600772886,,,,20.5507,
650,MD02-2588-650.5,6.505,6.505,4.031326618,-0.128635507,,3.058830454,0.953861946,,9.279562716,20.83904936,20.3489,
651,MD02-2588-651.5,6.515,6.515,4.025243239,-0.323479545,,2.930013395,0.610363828,,,,21.2258,
652,MD02-2588-652.5,6.525,6.525,3.970841022,-0.177164583,,2.825431548,0.513533455,,16.63864059,37.36527928,22.3955,
653,MD02-2588-653.5,6.535,6.535,3.807066474,0.108942695,,2.572504905,0.547954702,,,,21.8181,
654,MD02-2588-654.5,6.545,6.545,3.706182243,0.228009817,,2.572504905,0.547954702,,9.264758285,20.80580315,21.0811,
655,MD02-2588-655.5,6.555,6.555,3.706313221,0.08220576,,2.859864585,0.79091315,,,,20.6594,
656,MD02-2588-656.5,6.565,6.565,3.823886189,0.106762241,,2.764601551,0.73908342,,12.57312495,28.23537912,19.8218,
657,MD02-2588-657.5,6.575,6.575,3.762951728,0.145625239,,,,,,,22.2851,
658,MD02-2588-658.5,6.585,6.585,3.710941506,0.187293033,,2.645465374,0.607145877,,23.36589787,52.47263412,23.3259,
659,MD02-2588-659.5,6.595,6.595,3.712920878,0.095530424,,2.852110591,0.666101972,,,,23.8526,
660,MD02-2588-660.5,6.605,6.605,3.535308892,0.191419549,,2.564993953,0.551252156,,5.61272217,12.60445109,21.0336,
661,MD02-2588-661.5,6.615,6.615,3.809068208,-0.092851054,,2.844258968,0.711126431,,,,20.9958,
662,MD02-2588-662.5,6.625,6.625,3.801819253,0.050363965,,2.813703004,0.831294342,,16.92393528,38.00596359,21.5907,
663,MD02-2588-663.5,6.635,6.635,3.920723368,-0.139064536,,2.784782389,0.863894077,,,,21.8184,
664,MD02-2588-664.5,6.645,6.645,4.008239209,0.117855335,,2.772284449,0.678764002,,28.75548502,64.57599242,22.6052,
665,MD02-2588-665.5,6.655,6.655,3.686866046,-0.072548696,,,,,,,22.4014,
666,MD02-2588-666.5,6.665,6.665,3.59424769,0.05017861,,,,,14.08571674,31.63219598,21.885,
667,MD02-2588-667.5,6.675,6.675,3.678924973,0.171023438,,,,,,,21.7029,
668,MD02-2588-668.5,6.685,6.685,3.690731011,0.182369059,,,,,7.500126691,16.84298227,20.9956,
669,MD02-2588-669.5,6.695,6.695,3.67575169,0.007133518,,,,,,,20.7529,
670,MD02-2588-670.5,6.705,6.705,3.752798188,0.148657529,,,,,4.456272823,10.00742084,19.9794,
671,MD02-2588-671.5,6.715,6.715,3.572964094,0.223753969,,2.422766064,0.657591796,,,,20.5121,
672,MD02-2588-672.5,6.725,6.725,3.525643366,0.147537943,,2.073918071,0.617848676,,4.673846779,10.49602516,20.5409,
673,MD02-2588-673.5,6.735,6.735,3.714269792,0.015584985,,2.381007207,0.16170561,,,,20.8309,
674,MD02-2588-674.5,6.745,6.745,3.712769612,0.080515185,,2.589341129,0.49350363,,14.53984689,32.6520329,20.9597,
675,MD02-2588-675.5,6.755,6.755,3.664236688,0.280091434,,,,,,,21.4573,
676,MD02-2588-676.5,6.765,6.765,3.532090144,0.012009327,,,,,10.84241297,24.34873129,21.0231,
677,MD02-2588-677.5,6.775,6.775,3.594102478,-0.159013362,,1.736294803,0.509151475,,7.952286282,17.85839392,19.9231,
678,MD02-2588-678.5,6.785,6.785,3.576441833,0.092198504,,,,,,,21.0132,
